case_id,variant,status,found_clusters,ari,nmi,macro_f1,silhouette_score,davies_bouldin_index,calinski_harabasz_index,n_singleton_clusters,singleton_fraction,median_cluster_size,largest_cluster_fraction,effective_cluster_count,cluster_size_entropy,cluster_size_gini,noise_label_fraction,skip_reason
gauss_overlap_3c_small,pydiffmap_linkage,ok,6,0.6743691150605863,0.78641566840447,1.0,0.17375433045729333,3.1233266450625528,48.809239764089064,0.0,0.0,42.0,0.3333333333333333,5.4486139867750465,1.6953612619785714,0.22777777777777777,0.0,
gauss_overlap_3c_small,pydiffmap_nnls_no_edge_time,ok,6,0.6743691150605863,0.78641566840447,1.0,0.17375433045729333,3.1233266450625528,48.809239764089064,0.0,0.0,42.0,0.3333333333333333,5.4486139867750465,1.6953612619785714,0.22777777777777777,0.0,
gauss_overlap_3c_small,pydiffmap_nnls_edge_time,ok,6,0.6743691150605863,0.78641566840447,1.0,0.17375433045729333,3.1233266450625528,48.809239764089064,0.0,0.0,42.0,0.3333333333333333,5.4486139867750465,1.6953612619785714,0.22777777777777777,0.0,
gauss_overlap_3c_small,graphtools_linkage,ok,8,0.4923389076126947,0.7061185318563697,1.0,0.04992746174341158,3.3811784302338768,36.63153894725099,0.0,0.0,34.0,0.21333333333333335,7.486350264063185,2.0130813976026154,0.19583333333333333,0.0,
gauss_overlap_3c_small,graphtools_nnls_no_edge_time,ok,8,0.4923389076126947,0.7061185318563697,1.0,0.04992746174341158,3.3811784302338768,36.63153894725099,0.0,0.0,34.0,0.21333333333333335,7.486350264063185,2.0130813976026154,0.19583333333333333,0.0,
gauss_overlap_3c_small,graphtools_nnls_edge_time,ok,8,0.4923389076126947,0.7061185318563697,1.0,0.04992746174341158,3.3811784302338768,36.63153894725099,0.0,0.0,34.0,0.21333333333333335,7.486350264063185,2.0130813976026154,0.19583333333333333,0.0,
gauss_overlap_8c_highd,hamming_linkage,ok,8,1.0,1.0,1.0,0.32088611336984085,1.28965371641419,132.40742248062418,0.0,0.0,100.0,0.125,7.999999999999998,2.0794415416798357,0.0,0.0,
gauss_overlap_8c_highd,hamming_nnls_no_edge_time,ok,8,1.0,1.0,1.0,0.32088611336984085,1.28965371641419,132.40742248062418,0.0,0.0,100.0,0.125,7.999999999999998,2.0794415416798357,0.0,0.0,
gauss_overlap_8c_highd,hamming_nnls_edge_time,ok,8,1.0,1.0,1.0,0.32088611336984085,1.28965371641419,132.40742248062418,0.0,0.0,100.0,0.125,7.999999999999998,2.0794415416798357,0.0,0.0,
gauss_overlap_8c_highd,pydiffmap_linkage,ok,14,0.9343004944078713,0.9522472089968301,1.0,0.227689002321679,3.310873667573599,72.02982206035522,1.0,0.00125,72.5,0.125,9.855197864147854,2.287999017942235,0.39982142857142855,0.0,
