go_term,go_id,column,support,prevalence,entropy_bits
Regulation of RUNX2 Expression and Activity,,Regulation of RUNX2 Expression and Activity,12,0.08,0.4021791902022728
G Alpha (Q) Signalling Events,,G Alpha (Q) Signalling Events,12,0.08,0.4021791902022728
p38MAPK Events,,p38MAPK Events,12,0.08,0.4021791902022728
"POU5F1 (OCT4), SOX2, NANOG Activate Genes Related to Proliferation",,"POU5F1 (OCT4), SOX2, NANOG Activate Genes Related to Proliferation",12,0.08,0.4021791902022728
SUMOylation of Immune Response Proteins,,SUMOylation of Immune Response Proteins,12,0.08,0.4021791902022728
Interleukin-6 Family Signaling,,Interleukin-6 Family Signaling,12,0.08,0.4021791902022728
Cellular Response to Hypoxia,,Cellular Response to Hypoxia,12,0.08,0.4021791902022728
CD28 Dependent Vav1 Pathway,,CD28 Dependent Vav1 Pathway,12,0.08,0.4021791902022728
Synthesis of Active Ubiquitin Roles of E1 and E2 Enzymes,,Synthesis of Active Ubiquitin Roles of E1 and E2 Enzymes,12,0.08,0.4021791902022728
CTNNB1 T41 Mutants Aren'T Phosphorylated,,CTNNB1 T41 Mutants Aren'T Phosphorylated,12,0.08,0.4021791902022728
Neutrophil Degranulation,,Neutrophil Degranulation,12,0.08,0.4021791902022728
SCF(Skp2)-mediated Degradation of P27 P21,,SCF(Skp2)-mediated Degradation of P27 P21,12,0.08,0.4021791902022728
Cardiogenesis,,Cardiogenesis,12,0.08,0.4021791902022728
G2 Phase,,G2 Phase,12,0.08,0.4021791902022728
Signaling by CTNNB1 Phospho-Site Mutants,,Signaling by CTNNB1 Phospho-Site Mutants,12,0.08,0.4021791902022728
FOXO-mediated Transcription of Cell Cycle Genes,,FOXO-mediated Transcription of Cell Cycle Genes,12,0.08,0.4021791902022728
Complement,,Complement,12,0.08,0.4021791902022728
MAPK Targets Nuclear Events Mediated by MAP Kinases,,MAPK Targets Nuclear Events Mediated by MAP Kinases,12,0.08,0.4021791902022728
SHOC2 M1731 Mutant Abolishes MRAS Complex Function,,SHOC2 M1731 Mutant Abolishes MRAS Complex Function,12,0.08,0.4021791902022728
Nonhomologous End-Joining (NHEJ),,Nonhomologous End-Joining (NHEJ),11,0.07333333333333333,0.37824164440536223
Membrane Trafficking,,Membrane Trafficking,11,0.07333333333333333,0.37824164440536223
TGF-beta Receptor Signaling Activates SMADs,,TGF-beta Receptor Signaling Activates SMADs,11,0.07333333333333333,0.37824164440536223
Downstream Signaling Events of B Cell Receptor (BCR),,Downstream Signaling Events of B Cell Receptor (BCR),11,0.07333333333333333,0.37824164440536223
Kidney Development,,Kidney Development,11,0.07333333333333333,0.37824164440536223
FLT3 Signaling Through SRC Family Kinases,,FLT3 Signaling Through SRC Family Kinases,11,0.07333333333333333,0.37824164440536223
PINK1-PRKN Mediated Mitophagy,,PINK1-PRKN Mediated Mitophagy,11,0.07333333333333333,0.37824164440536223
Myc Targets V2,,Myc Targets V2,11,0.07333333333333333,0.37824164440536223
Influenza Viral RNA Transcription and Replication,,Influenza Viral RNA Transcription and Replication,11,0.07333333333333333,0.37824164440536223
Transport of Ribonucleoproteins Into the Host Nucleus,,Transport of Ribonucleoproteins Into the Host Nucleus,11,0.07333333333333333,0.37824164440536223
RUNX3 Regulates p14-ARF,,RUNX3 Regulates p14-ARF,11,0.07333333333333333,0.37824164440536223
Germ Layer Formation at Gastrulation,,Germ Layer Formation at Gastrulation,11,0.07333333333333333,0.37824164440536223
Regulation of Cholesterol Biosynthesis by SREBP (SREBF),,Regulation of Cholesterol Biosynthesis by SREBP (SREBF),11,0.07333333333333333,0.37824164440536223
Ca2+ Pathway,,Ca2+ Pathway,11,0.07333333333333333,0.37824164440536223
TP53 Regulates Transcription of Cell Death Genes With Uncertain Role in P53-Dependent Apoptosis,,TP53 Regulates Transcription of Cell Death Genes With Uncertain Role in P53-Dependent Apoptosis,11,0.07333333333333333,0.37824164440536223
MAP3K8 (TPL2)-dependent MAPK1 3 Activation,,MAP3K8 (TPL2)-dependent MAPK1 3 Activation,11,0.07333333333333333,0.37824164440536223
Signaling by NOTCH3,,Signaling by NOTCH3,11,0.07333333333333333,0.37824164440536223
FCERI Mediated Ca+2 Mobilization,,FCERI Mediated Ca+2 Mobilization,11,0.07333333333333333,0.37824164440536223
Aggrephagy,,Aggrephagy,11,0.07333333333333333,0.37824164440536223
SUMOylation of SUMOylation Proteins,,SUMOylation of SUMOylation Proteins,11,0.07333333333333333,0.37824164440536223
Glycolysis,,Glycolysis,11,0.07333333333333333,0.37824164440536223
Nuclear Signaling by ERBB4,,Nuclear Signaling by ERBB4,11,0.07333333333333333,0.37824164440536223
APC C Cdc20 Mediated Degradation of Mitotic Proteins,,APC C Cdc20 Mediated Degradation of Mitotic Proteins,11,0.07333333333333333,0.37824164440536223
RHOF GTPase Cycle,,RHOF GTPase Cycle,11,0.07333333333333333,0.37824164440536223
Formation of Paraxial Mesoderm,,Formation of Paraxial Mesoderm,11,0.07333333333333333,0.37824164440536223
APC-Cdc20 Mediated Degradation of Nek2A,,APC-Cdc20 Mediated Degradation of Nek2A,11,0.07333333333333333,0.37824164440536223
RHO GTPases Activate WASPs and WAVEs,,RHO GTPases Activate WASPs and WAVEs,11,0.07333333333333333,0.37824164440536223
Josephin Domain DUBs,,Josephin Domain DUBs,11,0.07333333333333333,0.37824164440536223
Regulation of RUNX1 Expression and Activity,,Regulation of RUNX1 Expression and Activity,11,0.07333333333333333,0.37824164440536223
CDK-mediated Phosphorylation and Removal of Cdc6,,CDK-mediated Phosphorylation and Removal of Cdc6,11,0.07333333333333333,0.37824164440536223
PD-1 Signaling,,PD-1 Signaling,11,0.07333333333333333,0.37824164440536223
Transcription of the HIV Genome,,Transcription of the HIV Genome,11,0.07333333333333333,0.37824164440536223
Transport of Mature mRNAs Derived From Intronless Transcripts,,Transport of Mature mRNAs Derived From Intronless Transcripts,11,0.07333333333333333,0.37824164440536223
Hedgehog 'Off' State,,Hedgehog 'Off' State,11,0.07333333333333333,0.37824164440536223
TP53 Regulates Transcription of Death Receptors and Ligands,,TP53 Regulates Transcription of Death Receptors and Ligands,11,0.07333333333333333,0.37824164440536223
Transport of the SLBP Dependant Mature mRNA,,Transport of the SLBP Dependant Mature mRNA,11,0.07333333333333333,0.37824164440536223
Transport of the SLBP Independent Mature mRNA,,Transport of the SLBP Independent Mature mRNA,11,0.07333333333333333,0.37824164440536223
NOTCH3 Intracellular Domain Regulates Transcription,,NOTCH3 Intracellular Domain Regulates Transcription,11,0.07333333333333333,0.37824164440536223
MAPK6 MAPK4 Signaling,,MAPK6 MAPK4 Signaling,11,0.07333333333333333,0.37824164440536223
Transport of Mature mRNA Derived From an Intronless Transcript,,Transport of Mature mRNA Derived From an Intronless Transcript,11,0.07333333333333333,0.37824164440536223
Base Excision Repair,,Base Excision Repair,11,0.07333333333333333,0.37824164440536223
Regulation of mRNA Stability by Proteins That Bind AU-rich Elements,,Regulation of mRNA Stability by Proteins That Bind AU-rich Elements,11,0.07333333333333333,0.37824164440536223
Regulation of PTEN Stability and Activity,,Regulation of PTEN Stability and Activity,11,0.07333333333333333,0.37824164440536223
2-LTR Circle Formation,,2-LTR Circle Formation,11,0.07333333333333333,0.37824164440536223
RAS Signaling Downstream of NF1 Loss-Of-Function Variants,,RAS Signaling Downstream of NF1 Loss-Of-Function Variants,11,0.07333333333333333,0.37824164440536223
PI3K Events in ERBB4 Signaling,,PI3K Events in ERBB4 Signaling,11,0.07333333333333333,0.37824164440536223
Regulated Proteolysis of p75NTR,,Regulated Proteolysis of p75NTR,11,0.07333333333333333,0.37824164440536223
RUNX1 Regulates Transcription of Genes Involved in Differentiation of HSCs,,RUNX1 Regulates Transcription of Genes Involved in Differentiation of HSCs,11,0.07333333333333333,0.37824164440536223
Formation of the Anterior Neural Plate,,Formation of the Anterior Neural Plate,11,0.07333333333333333,0.37824164440536223
Metabolism of Steroids,,Metabolism of Steroids,10,0.06666666666666667,0.35335933502142136
HIV Elongation Arrest and Recovery,,HIV Elongation Arrest and Recovery,10,0.06666666666666667,0.35335933502142136
Pausing and Recovery of HIV Elongation,,Pausing and Recovery of HIV Elongation,10,0.06666666666666667,0.35335933502142136
Metabolism of Lipids,,Metabolism of Lipids,10,0.06666666666666667,0.35335933502142136
COPI-mediated Anterograde Transport,,COPI-mediated Anterograde Transport,10,0.06666666666666667,0.35335933502142136
mTORC1 Signaling,,mTORC1 Signaling,10,0.06666666666666667,0.35335933502142136
Glucose Metabolism,,Glucose Metabolism,10,0.06666666666666667,0.35335933502142136
Estrogen-stimulated Signaling Through PRKCZ,,Estrogen-stimulated Signaling Through PRKCZ,10,0.06666666666666667,0.35335933502142136
Interactions of Vpr With Host Cellular Proteins,,Interactions of Vpr With Host Cellular Proteins,10,0.06666666666666667,0.35335933502142136
Vpr-mediated Nuclear Import of PICs,,Vpr-mediated Nuclear Import of PICs,10,0.06666666666666667,0.35335933502142136
EGFR Interacts With Phospholipase C-gamma,,EGFR Interacts With Phospholipase C-gamma,10,0.06666666666666667,0.35335933502142136
ERBB2 Activates PTK6 Signaling,,ERBB2 Activates PTK6 Signaling,10,0.06666666666666667,0.35335933502142136
Semaphorin Interactions,,Semaphorin Interactions,10,0.06666666666666667,0.35335933502142136
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,10,0.06666666666666667,0.35335933502142136
DCC Mediated Attractive Signaling,,DCC Mediated Attractive Signaling,10,0.06666666666666667,0.35335933502142136
Nuclear Envelope Breakdown,,Nuclear Envelope Breakdown,10,0.06666666666666667,0.35335933502142136
TP53 Regulates Transcription of Caspase Activators and Caspases,,TP53 Regulates Transcription of Caspase Activators and Caspases,10,0.06666666666666667,0.35335933502142136
Formation of Axial Mesoderm,,Formation of Axial Mesoderm,10,0.06666666666666667,0.35335933502142136
RND3 GTPase Cycle,,RND3 GTPase Cycle,10,0.06666666666666667,0.35335933502142136
Regulation of NF-kappa B Signaling,,Regulation of NF-kappa B Signaling,10,0.06666666666666667,0.35335933502142136
Cargo Recognition for Clathrin-Mediated Endocytosis,,Cargo Recognition for Clathrin-Mediated Endocytosis,10,0.06666666666666667,0.35335933502142136
p75NTR Signals via NF-kB,,p75NTR Signals via NF-kB,10,0.06666666666666667,0.35335933502142136
Cdc20 Phospho-APC C Mediated Degradation of Cyclin A,,Cdc20 Phospho-APC C Mediated Degradation of Cyclin A,10,0.06666666666666667,0.35335933502142136
Integration of Provirus,,Integration of Provirus,10,0.06666666666666667,0.35335933502142136
IFNG Signaling Activates MAPKs,,IFNG Signaling Activates MAPKs,10,0.06666666666666667,0.35335933502142136
Interleukin-21 Signaling,,Interleukin-21 Signaling,10,0.06666666666666667,0.35335933502142136
Formation of TC-NER Pre-Incision Complex,,Formation of TC-NER Pre-Incision Complex,10,0.06666666666666667,0.35335933502142136
SARS-CoV-2 Modulates Host Translation Machinery,,SARS-CoV-2 Modulates Host Translation Machinery,10,0.06666666666666667,0.35335933502142136
Leishmania Phagocytosis,,Leishmania Phagocytosis,10,0.06666666666666667,0.35335933502142136
AKT Phosphorylates Targets in the Cytosol,,AKT Phosphorylates Targets in the Cytosol,10,0.06666666666666667,0.35335933502142136
APC Cdc20 Mediated Degradation of Cell Cycle Proteins Prior to Satisfation of the Checkpoint,,APC Cdc20 Mediated Degradation of Cell Cycle Proteins Prior to Satisfation of the Checkpoint,10,0.06666666666666667,0.35335933502142136
Signaling by Hedgehog,,Signaling by Hedgehog,10,0.06666666666666667,0.35335933502142136
Regulation of IFNA IFNB Signaling,,Regulation of IFNA IFNB Signaling,10,0.06666666666666667,0.35335933502142136
Viral Messenger RNA Synthesis,,Viral Messenger RNA Synthesis,10,0.06666666666666667,0.35335933502142136
Nuclear Pore Complex (NPC) Disassembly,,Nuclear Pore Complex (NPC) Disassembly,10,0.06666666666666667,0.35335933502142136
FCGR3A-mediated Phagocytosis,,FCGR3A-mediated Phagocytosis,10,0.06666666666666667,0.35335933502142136
GRB7 Events in ERBB2 Signaling,,GRB7 Events in ERBB2 Signaling,10,0.06666666666666667,0.35335933502142136
Regulation of RUNX3 Expression and Activity,,Regulation of RUNX3 Expression and Activity,10,0.06666666666666667,0.35335933502142136
Resolution of D-loop Structures Through Holliday Junction Intermediates,,Resolution of D-loop Structures Through Holliday Junction Intermediates,10,0.06666666666666667,0.35335933502142136
Postmitotic Nuclear Pore Complex (NPC) Reformation,,Postmitotic Nuclear Pore Complex (NPC) Reformation,10,0.06666666666666667,0.35335933502142136
Interleukin-9 Signaling,,Interleukin-9 Signaling,10,0.06666666666666667,0.35335933502142136
Apoptotic Cleavage of Cellular Proteins,,Apoptotic Cleavage of Cellular Proteins,10,0.06666666666666667,0.35335933502142136
TRAF6 Mediated IRF7 Activation in TLR7 8 or 9 Signaling,,TRAF6 Mediated IRF7 Activation in TLR7 8 or 9 Signaling,10,0.06666666666666667,0.35335933502142136
"Activation of NIMA Kinases NEK9, NEK6, NEK7",,"Activation of NIMA Kinases NEK9, NEK6, NEK7",10,0.06666666666666667,0.35335933502142136
Mitochondrial Unfolded Protein Response (UPRmt),,Mitochondrial Unfolded Protein Response (UPRmt),10,0.06666666666666667,0.35335933502142136
Resolution of D-Loop Structures,,Resolution of D-Loop Structures,10,0.06666666666666667,0.35335933502142136
Parasite Infection,,Parasite Infection,10,0.06666666666666667,0.35335933502142136
ERKs Are Inactivated,,ERKs Are Inactivated,9,0.06,0.32744491915447627
Gene Silencing by RNA,,Gene Silencing by RNA,9,0.06,0.32744491915447627
Estrogen Response Early,,Estrogen Response Early,9,0.06,0.32744491915447627
"Cell Death Signalling via NRAGE, NRIF and NADE",,"Cell Death Signalling via NRAGE, NRIF and NADE",9,0.06,0.32744491915447627
Bacterial Infection Pathways,,Bacterial Infection Pathways,9,0.06,0.32744491915447627
Pperoxisome,,Pperoxisome,9,0.06,0.32744491915447627
Formation of HIV Elongation Complex in the Absence of HIV Tat,,Formation of HIV Elongation Complex in the Absence of HIV Tat,9,0.06,0.32744491915447627
Transcriptional Regulation by Small RNAs,,Transcriptional Regulation by Small RNAs,9,0.06,0.32744491915447627
Truncations of AMER1 Destabilize the Destruction Complex,,Truncations of AMER1 Destabilize the Destruction Complex,9,0.06,0.32744491915447627
Myogenesis,,Myogenesis,9,0.06,0.32744491915447627
NRIF Signals Cell Death From the Nucleus,,NRIF Signals Cell Death From the Nucleus,9,0.06,0.32744491915447627
Regulation of Actin Dynamics for Phagocytic Cup Formation,,Regulation of Actin Dynamics for Phagocytic Cup Formation,9,0.06,0.32744491915447627
RHOA GTPase Cycle,,RHOA GTPase Cycle,9,0.06,0.32744491915447627
Signaling by APC Mutants,,Signaling by APC Mutants,9,0.06,0.32744491915447627
Formation of the Nephric Duct,,Formation of the Nephric Duct,9,0.06,0.32744491915447627
Signaling by AMER1 Mutants,,Signaling by AMER1 Mutants,9,0.06,0.32744491915447627
tRNA Processing,,tRNA Processing,9,0.06,0.32744491915447627
Regulation of Pyruvate Metabolism,,Regulation of Pyruvate Metabolism,9,0.06,0.32744491915447627
SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs,,SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs,9,0.06,0.32744491915447627
Formation of Definitive Endoderm,,Formation of Definitive Endoderm,9,0.06,0.32744491915447627
Signaling by WNT in Cancer,,Signaling by WNT in Cancer,9,0.06,0.32744491915447627
Interleukin-35 Signalling,,Interleukin-35 Signalling,9,0.06,0.32744491915447627
Signaling by GPCR,,Signaling by GPCR,9,0.06,0.32744491915447627
DARPP-32 Events,,DARPP-32 Events,9,0.06,0.32744491915447627
RHOG GTPase Cycle,,RHOG GTPase Cycle,9,0.06,0.32744491915447627
Transcriptional Regulation of Pluripotent Stem Cells,,Transcriptional Regulation of Pluripotent Stem Cells,9,0.06,0.32744491915447627
Interleukin-27 Signaling,,Interleukin-27 Signaling,9,0.06,0.32744491915447627
Netrin Mediated Repulsion Signals,,Netrin Mediated Repulsion Signals,9,0.06,0.32744491915447627
IRF3-mediated Induction of Type I IFN,,IRF3-mediated Induction of Type I IFN,9,0.06,0.32744491915447627
p75NTR Recruits Signalling Complexes,,p75NTR Recruits Signalling Complexes,9,0.06,0.32744491915447627
MASTL Facilitates Mitotic Progression,,MASTL Facilitates Mitotic Progression,9,0.06,0.32744491915447627
Regulation of BACH1 Activity,,Regulation of BACH1 Activity,9,0.06,0.32744491915447627
RHOD GTPase Cycle,,RHOD GTPase Cycle,9,0.06,0.32744491915447627
DNA Methylation,,DNA Methylation,9,0.06,0.32744491915447627
APC Truncation Mutants Have Impaired AXIN Binding,,APC Truncation Mutants Have Impaired AXIN Binding,9,0.06,0.32744491915447627
Conversion From APC C Cdc20 to APC C Cdh1 in Late Anaphase,,Conversion From APC C Cdc20 to APC C Cdh1 in Late Anaphase,9,0.06,0.32744491915447627
Erythropoietin Activates STAT5,,Erythropoietin Activates STAT5,9,0.06,0.32744491915447627
Nuclear Import of Rev Protein,,Nuclear Import of Rev Protein,9,0.06,0.32744491915447627
Activation of RAS in B Cells,,Activation of RAS in B Cells,9,0.06,0.32744491915447627
RHOV GTPase Cycle,,RHOV GTPase Cycle,9,0.06,0.32744491915447627
Processing of Capped Intronless Pre-mRNA,,Processing of Capped Intronless Pre-mRNA,9,0.06,0.32744491915447627
Negative Regulation of MET Activity,,Negative Regulation of MET Activity,9,0.06,0.32744491915447627
UV Response Up,,UV Response Up,9,0.06,0.32744491915447627
Cooperation of Prefoldin and TriC CCT in Actin and Tubulin Folding,,Cooperation of Prefoldin and TriC CCT in Actin and Tubulin Folding,9,0.06,0.32744491915447627
AXIN Missense Mutants Destabilize the Destruction Complex,,AXIN Missense Mutants Destabilize the Destruction Complex,9,0.06,0.32744491915447627
